animal,session,trial,reward_magnitude,ITI(ms),reward_outcome,observed_actTime,reward_prob_at_reposne,dot_speed(ms),1=responded,past_reward,past_actTime,deterministic_actTime,1=treatment group
1,3,139,2,7000,2,22,0.9933,100,1,0,10,4,2
1,3,140,2,7000,2,17,0.9241,100,1,2,22,5,2
1,3,141,1,7000,1,15,0.8176,300,1,2,17,3,2
1,3,142,1,7000,NaN,NaN,NaN,200,0,1,15,3,2
1,3,143,3,7000,3,21,0.989,100,1,NaN,NaN,4,2
1,3,144,3,7000,3,15,0.8176,100,1,3,21,5,2
1,3,145,3,7000,0,15,0.8176,300,1,3,15,5,2
1,3,146,1,7000,NaN,NaN,NaN,200,0,0,15,6,2
1,3,147,2,7000,2,23,0.9959,300,1,NaN,NaN,8,2
1,3,148,1,7000,1,20,0.982,100,1,2,23,5,2
1,3,149,2,7000,2,19,0.9707,200,1,1,20,5,2
1,3,150,3,7000,0,13,0.6225,200,1,2,19,4,2
1,3,151,3,5000,3,28,1,100,1,0,13,4,2
1,3,152,2,5000,2,18,0.9526,200,1,3,28,5,2
1,3,153,2,5000,2,15,0.8176,200,1,2,18,5,2
1,3,154,3,5000,0,12,0.5,300,1,2,15,6,2
1,3,155,3,5000,3,22,0.9933,100,1,0,12,4,2
1,3,156,1,5000,1,28,1,100,1,3,22,5,2
1,3,157,3,5000,3,14,0.7311,300,1,1,28,5,2
1,3,158,3,5000,0,7,0.0759,300,1,3,14,6,2
1,3,159,2,5000,0,14,0.7311,200,1,0,7,8,2
1,3,160,2,5000,2,21,0.989,100,1,0,14,4,2
1,3,161,1,5000,NaN,NaN,NaN,200,0,2,21,5,2
1,3,162,2,5000,2,16,0.8808,200,1,NaN,NaN,5,2
1,3,163,1,5000,1,25,0.9985,100,1,2,16,5,2
1,3,164,1,5000,NaN,NaN,NaN,100,0,1,25,8,2
1,3,165,3,5000,0,11,0.3775,300,1,NaN,NaN,5,2
1,3,166,3,5000,0,14,0.7311,300,1,0,11,6,2
1,3,167,2,5000,2,23,0.9959,300,1,0,14,5,2
1,3,168,2,5000,2,17,0.9241,300,1,2,23,6,2
1,3,169,2,5000,0,14,0.7311,200,1,2,17,5,2
1,3,170,1,5000,NaN,NaN,NaN,300,0,0,14,7,2
1,3,171,3,5000,NaN,NaN,NaN,200,0,NaN,NaN,4,2
1,3,172,2,5000,NaN,NaN,NaN,200,0,NaN,NaN,5,2
1,3,173,1,5000,NaN,NaN,NaN,100,0,NaN,NaN,5,2
1,3,174,3,5000,3,26,1,200,1,NaN,NaN,6,2
1,3,175,3,5000,NaN,NaN,NaN,200,0,3,26,4,2
1,3,176,2,5000,NaN,NaN,NaN,100,0,NaN,NaN,5,2
1,3,177,3,5000,NaN,NaN,NaN,300,0,NaN,NaN,6,2
1,3,178,1,5000,NaN,NaN,NaN,100,0,NaN,NaN,4,2
1,3,179,2,5000,NaN,NaN,NaN,200,0,NaN,NaN,5,2
1,3,180,2,5000,2,27,1,200,1,NaN,NaN,5,2
1,3,181,2,7000,2,19,0.9707,200,1,2,27,6,2
1,3,182,2,7000,2,21,0.989,200,1,2,19,5,2
1,3,183,2,7000,2,16,0.8808,200,1,2,21,6,2
1,3,184,2,7000,2,16,0.8808,100,1,2,16,6,2
1,3,185,1,7000,1,15,0.8176,200,1,2,16,5,2
1,3,186,1,7000,NaN,NaN,NaN,300,0,1,15,4,2
1,3,187,2,7000,NaN,NaN,NaN,200,0,NaN,NaN,4,2
1,3,188,3,7000,3,26,1,200,1,NaN,NaN,3,2
1,3,189,1,7000,1,16,0.8808,100,1,3,26,6,2
1,3,190,1,7000,NaN,NaN,NaN,200,0,1,16,5,2
1,3,191,2,7000,2,15,0.8176,200,1,NaN,NaN,7,2
1,3,192,2,7000,2,17,0.9241,100,1,2,15,5,2
1,4,2,1,5000,0,10,0.2689,200,1,3,12,9,2
1,4,3,3,5000,3,12,0.5,100,1,0,10,8,2
1,4,4,3,5000,0,10,0.2689,300,1,3,12,4,2
1,4,5,1,5000,0,9,0.1824,300,1,0,10,5,2
1,4,6,2,5000,2,9,0.1824,300,1,0,9,5,2
1,4,7,2,5000,0,11,0.3775,200,1,2,9,5,2
1,4,8,3,5000,3,10,0.2689,200,1,0,11,9,2
1,4,9,3,5000,0,10,0.2689,200,1,3,10,6,2
1,4,10,3,5000,0,10,0.2689,300,1,0,10,9,2
1,4,11,1,5000,1,20,0.982,100,1,0,10,9,2
1,4,12,1,5000,1,8,0.1192,300,1,1,20,5,2
1,4,13,1,5000,0,13,0.6225,100,1,1,8,6,2
1,4,14,3,5000,3,11,0.3775,300,1,0,13,5,2
1,4,15,2,5000,2,12,0.5,100,1,3,11,5,2
1,4,16,1,5000,0,12,0.5,200,1,2,12,7,2
1,4,17,2,5000,2,13,0.6225,200,1,0,12,6,2
1,4,18,1,5000,0,11,0.3775,200,1,2,13,7,2
1,4,19,2,5000,2,12,0.5,200,1,0,11,6,2
1,4,20,2,5000,0,9,0.1824,300,1,2,12,6,2
1,4,21,3,5000,3,16,0.8808,100,1,0,9,7,2
1,4,22,1,5000,0,9,0.1824,300,1,3,16,4,2
1,4,23,2,5000,2,15,0.8176,200,1,0,9,5,2
1,4,24,3,5000,0,10,0.2689,300,1,2,15,9,2
1,4,25,3,5000,0,14,0.7311,100,1,0,10,5,2
1,4,26,2,5000,2,14,0.7311,300,1,0,14,6,2
1,4,27,2,5000,2,17,0.9241,100,1,2,14,8,2
1,4,28,1,5000,0,8,0.1192,300,1,2,17,5,2
1,4,29,3,5000,3,12,0.5,300,1,0,8,5,2
1,4,30,1,5000,1,14,0.7311,300,1,3,12,5,2
1,4,31,3,7000,0,10,0.2689,300,1,1,14,8,2
1,4,32,1,7000,1,16,0.8808,100,1,0,10,6,2
1,4,33,3,7000,0,10,0.2689,300,1,1,16,8,2
1,4,34,2,7000,2,19,0.9707,100,1,0,10,5,2
1,4,35,1,7000,0,15,0.8176,100,1,2,19,6,2
1,4,36,1,7000,0,13,0.6225,300,1,0,15,3,2
1,4,37,2,7000,2,16,0.8808,100,1,0,13,5,2
1,4,38,2,7000,2,17,0.9241,200,1,2,16,5,2
1,4,39,3,7000,0,16,0.8808,100,1,2,17,3,2
1,4,40,3,7000,0,11,0.3775,300,1,0,16,4,2
1,4,41,2,7000,2,12,0.5,300,1,0,11,4,2
1,4,42,1,7000,0,13,0.6225,300,1,2,12,5,2
1,4,43,2,7000,0,12,0.5,300,1,0,13,4,2
1,4,44,2,7000,0,14,0.7311,200,1,0,12,6,2
1,4,45,2,7000,2,18,0.9526,100,1,0,14,7,2
1,4,46,3,7000,3,16,0.8808,200,1,2,18,6,2
1,4,47,1,7000,1,14,0.7311,300,1,3,16,6,2
1,4,48,1,7000,0,13,0.6225,200,1,1,14,5,2
1,4,49,2,7000,2,15,0.8176,300,1,0,13,6,2
1,4,50,1,7000,1,11,0.3775,300,1,2,15,7,2
1,4,51,2,7000,0,14,0.7311,100,1,1,11,5,2
1,4,52,3,7000,3,12,0.5,300,1,0,14,6,2
1,4,53,3,7000,3,11,0.3775,200,1,3,12,5,2
1,4,54,2,7000,2,20,0.982,100,1,3,11,7,2
1,4,55,3,7000,3,17,0.9241,100,1,2,20,5,2
1,4,56,1,7000,1,19,0.9707,100,1,3,17,5,2
1,4,57,2,7000,2,15,0.8176,100,1,1,19,5,2
1,4,58,1,7000,1,12,0.5,300,1,2,15,5,2
1,4,59,3,7000,3,15,0.8176,300,1,1,12,6,2
1,4,60,2,7000,2,14,0.7311,100,1,3,15,4,2
1,4,61,2,3000,2,20,0.982,100,1,2,14,5,2
1,4,62,3,3000,0,15,0.8176,100,1,2,20,6,2
1,4,63,3,3000,0,16,0.8808,100,1,0,15,8,2
1,4,64,3,3000,3,18,0.9526,100,1,0,16,7,2
1,4,65,1,3000,1,16,0.8808,200,1,3,18,9,2
1,4,66,3,3000,3,13,0.6225,100,1,1,16,6,2
1,4,67,3,3000,3,15,0.8176,200,1,3,13,8,2
1,4,68,2,3000,2,18,0.9526,100,1,3,15,7,2
1,4,69,3,3000,3,16,0.8808,200,1,2,18,4,2
1,4,70,2,3000,2,16,0.8808,100,1,3,16,6,2
1,4,71,1,3000,0,14,0.7311,200,1,2,16,5,2
1,4,72,3,3000,3,16,0.8808,300,1,0,14,5,2
1,4,73,1,3000,1,19,0.9707,100,1,3,16,6,2
1,4,74,3,3000,3,14,0.7311,100,1,1,19,7,2
1,4,75,2,3000,2,21,0.989,100,1,3,14,9,2
1,4,76,3,3000,3,14,0.7311,200,1,2,21,9,2
1,4,77,3,3000,3,17,0.9241,100,1,3,14,7,2
1,4,78,1,3000,1,12,0.5,300,1,3,17,9,2
1,4,79,3,3000,3,14,0.7311,300,1,1,12,6,2
1,4,80,2,3000,0,13,0.6225,300,1,3,14,8,2
1,4,81,2,3000,2,15,0.8176,200,1,0,13,7,2
1,4,82,3,3000,3,21,0.989,100,1,2,15,8,2
1,4,83,1,3000,0,12,0.5,300,1,3,21,10,2
1,4,84,3,3000,3,18,0.9526,100,1,0,12,9,2
1,4,85,2,3000,2,16,0.8808,300,1,3,18,6,2
1,4,86,2,3000,0,14,0.7311,100,1,2,16,8,2
1,4,87,1,3000,NaN,NaN,NaN,100,0,0,14,5,2
1,4,88,2,3000,2,20,0.982,100,1,NaN,NaN,NaN,2
1,4,89,2,3000,2,15,0.8176,300,1,2,20,NaN,2
1,4,90,1,3000,1,17,0.9241,300,1,2,15,NaN,2
1,4,91,2,7000,2,16,0.8808,200,1,1,17,NaN,2
1,4,92,2,7000,2,14,0.7311,300,1,2,16,NaN,2
1,4,93,3,7000,0,13,0.6225,300,1,2,14,NaN,2
1,4,94,2,7000,0,15,0.8176,200,1,0,13,NaN,2
1,4,95,2,7000,0,14,0.7311,300,1,0,15,NaN,2
1,4,96,2,7000,2,17,0.9241,200,1,0,14,NaN,2
1,4,97,2,7000,0,16,0.8808,300,1,2,17,4,2
1,4,98,2,7000,2,18,0.9526,200,1,0,16,4,2
1,4,99,2,7000,2,23,0.9959,100,1,2,18,9,2
1,4,100,1,7000,1,18,0.9526,100,1,2,23,11,2
1,4,101,2,7000,2,15,0.8176,200,1,1,18,6,2
1,4,102,1,7000,1,16,0.8808,200,1,2,15,5,2
1,4,103,3,7000,3,23,0.9959,200,1,1,16,8,2
1,4,104,2,7000,2,22,0.9933,100,1,3,23,6,2
1,4,105,1,7000,1,16,0.8808,200,1,2,22,5,2
1,4,106,1,7000,1,16,0.8808,300,1,1,16,13,2
1,4,107,2,7000,2,18,0.9526,200,1,1,16,9,2
1,4,108,2,7000,0,13,0.6225,200,1,2,18,12,2
1,4,109,1,7000,1,22,0.9933,100,1,0,13,4,2
1,4,110,2,7000,0,13,0.6225,300,1,1,22,7,2
1,4,111,1,7000,1,15,0.8176,200,1,0,13,5,2
1,4,112,3,7000,3,17,0.9241,200,1,1,15,8,2
1,4,113,3,7000,3,22,0.9933,100,1,3,17,10,2
1,4,114,3,7000,3,13,0.6225,300,1,3,22,13,2
1,4,115,3,7000,3,15,0.8176,100,1,3,13,10,2
1,4,116,3,7000,3,23,0.9959,100,1,3,15,5,2
1,4,117,1,7000,1,12,0.5,300,1,3,23,8,2
1,4,118,2,7000,0,14,0.7311,300,1,1,12,5,2
1,4,119,3,7000,3,17,0.9241,100,1,0,14,6,2
1,4,120,3,7000,3,12,0.5,300,1,3,17,12,2
1,4,121,3,5000,0,13,0.6225,300,1,3,12,14,2
1,4,122,3,5000,3,19,0.9707,100,1,0,13,8,2
1,4,123,1,5000,1,21,0.989,200,1,3,19,6,2
1,4,124,3,5000,0,9,0.1824,200,1,1,21,8,2
1,4,125,1,5000,NaN,NaN,NaN,100,0,0,9,5,2
1,4,126,2,5000,2,17,0.9241,200,1,NaN,NaN,5,2
1,4,127,1,5000,NaN,NaN,NaN,100,0,2,17,9,2
1,4,128,3,5000,3,28,1,100,1,NaN,NaN,4,2
1,4,129,2,5000,2,18,0.9526,100,1,3,28,4,2
1,4,130,3,5000,3,18,0.9526,200,1,2,18,7,2
1,4,131,2,5000,2,23,0.9959,100,1,3,18,7,2
1,4,132,2,5000,0,12,0.5,300,1,2,23,8,2
1,4,133,1,5000,1,24,0.9975,200,1,0,12,6,2
1,4,134,1,5000,NaN,NaN,NaN,100,0,1,24,10,2
1,4,135,3,5000,3,23,0.9959,200,1,NaN,NaN,16,2
1,4,136,2,5000,2,16,0.8808,200,1,3,23,12,2
1,4,137,1,5000,NaN,NaN,NaN,100,0,2,16,7,2
1,4,138,2,5000,2,15,0.8176,300,1,NaN,NaN,8,2
1,4,139,3,5000,3,18,0.9526,100,1,2,15,5,2
1,4,140,1,5000,1,14,0.7311,300,1,3,18,5,2
1,4,141,1,5000,1,27,1,200,1,1,14,13,2
1,4,142,1,5000,NaN,NaN,NaN,200,0,1,27,9,2
1,4,143,3,5000,0,15,0.8176,300,1,NaN,NaN,10,2
1,4,144,1,5000,NaN,NaN,NaN,300,0,0,15,9,2
1,4,145,2,5000,2,17,0.9241,300,1,NaN,NaN,6,2
1,4,146,2,5000,2,19,0.9707,100,1,2,17,5,2
1,4,147,1,5000,1,19,0.9707,200,1,2,19,5,2
1,4,148,3,5000,3,17,0.9241,100,1,1,19,4,2
1,4,149,3,5000,0,14,0.7311,200,1,3,17,9,2
1,4,150,3,5000,3,26,1,100,1,0,14,9,2
1,4,151,2,3000,2,20,0.982,100,1,3,26,7,2
1,4,152,3,3000,3,17,0.9241,200,1,2,20,6,2
1,4,153,3,3000,3,12,0.5,300,1,3,17,3,2
1,4,154,1,3000,1,22,0.9933,300,1,3,12,6,2
1,4,155,2,3000,2,17,0.9241,300,1,1,22,6,2
1,4,156,2,3000,0,12,0.5,300,1,2,17,14,2
1,4,157,3,3000,3,24,0.9975,100,1,0,12,7,2
1,4,158,2,3000,2,28,1,100,1,3,24,7,2
1,4,159,3,3000,3,16,0.8808,100,1,2,28,7,2
1,4,160,2,3000,0,13,0.6225,200,1,3,16,9,2
1,4,161,3,3000,3,24,0.9975,100,1,0,13,9,2
1,4,162,1,3000,NaN,NaN,NaN,200,0,3,24,5,2
1,4,163,3,3000,3,20,0.982,300,1,NaN,NaN,4,2
1,4,164,1,3000,NaN,NaN,NaN,100,0,3,20,5,2
1,4,165,1,3000,NaN,NaN,NaN,100,0,NaN,NaN,9,2
1,4,166,1,3000,NaN,NaN,NaN,100,0,NaN,NaN,17,2
1,4,167,1,3000,NaN,NaN,NaN,100,0,NaN,NaN,5,2
1,4,168,2,3000,NaN,NaN,NaN,300,0,NaN,NaN,6,2
1,4,169,2,3000,NaN,NaN,NaN,300,0,NaN,NaN,4,2
1,4,170,2,3000,2,22,0.9933,100,1,NaN,NaN,10,2
1,4,171,2,3000,2,17,0.9241,200,1,2,22,4,2
1,4,172,1,3000,NaN,NaN,NaN,300,0,2,17,4,2
1,4,173,3,3000,3,23,0.9959,300,1,NaN,NaN,7,2
1,4,174,2,3000,NaN,NaN,NaN,300,0,3,23,8,2
1,4,175,2,3000,NaN,NaN,NaN,300,0,NaN,NaN,7,2
1,4,176,2,3000,NaN,NaN,NaN,200,0,NaN,NaN,4,2
1,4,177,3,3000,NaN,NaN,NaN,200,0,NaN,NaN,4,2
1,4,178,2,3000,2,16,0.8808,300,1,NaN,NaN,4,2
1,4,179,1,3000,NaN,NaN,NaN,300,0,2,16,7,2
1,4,180,1,3000,NaN,NaN,NaN,100,0,NaN,NaN,6,2
1,4,181,3,7000,3,23,0.9959,300,1,NaN,NaN,10,2
1,4,182,1,7000,1,15,0.8176,300,1,3,23,6,2
1,4,183,3,7000,3,18,0.9526,200,1,1,15,10,2
1,4,184,3,7000,3,18,0.9526,100,1,3,18,5,2
1,4,185,2,7000,2,22,0.9933,100,1,3,18,8,2
1,4,186,1,7000,NaN,NaN,NaN,200,0,2,22,6,2
1,4,187,3,7000,3,21,0.989,100,1,NaN,NaN,4,2
1,4,188,3,7000,3,19,0.9707,300,1,3,21,6,2
1,4,189,3,7000,3,17,0.9241,100,1,3,19,7,2
1,4,190,1,7000,1,22,0.9933,100,1,3,17,6,2
1,4,191,3,7000,3,18,0.9526,200,1,1,22,4,2
1,4,192,2,7000,2,16,0.8808,200,1,3,18,7,2
1,4,193,3,7000,3,21,0.989,100,1,2,16,4,2
1,4,194,2,7000,2,24,0.9975,200,1,3,21,4,2
1,4,195,1,7000,NaN,NaN,NaN,200,0,2,24,8,2
1,4,196,1,7000,NaN,NaN,NaN,200,0,NaN,NaN,5,2
1,4,197,1,7000,NaN,NaN,NaN,200,0,NaN,NaN,4,2
1,4,198,1,7000,NaN,NaN,NaN,200,0,NaN,NaN,3,2
1,5,2,2,3000,0,10,0.2689,300,1,2,15,11,2
1,5,3,1,3000,0,11,0.3775,300,1,0,10,6,2
1,5,4,1,3000,0,14,0.7311,100,1,0,11,7,2
1,5,5,1,3000,0,12,0.5,300,1,0,14,4,2
1,5,6,2,3000,0,10,0.2689,300,1,0,12,8,2
1,5,7,2,3000,0,11,0.3775,200,1,0,10,4,2
1,5,8,2,3000,2,10,0.2689,300,1,0,11,9,2
1,5,9,2,3000,2,13,0.6225,200,1,2,10,9,2
1,5,10,2,3000,0,12,0.5,100,1,2,13,5,2
1,5,11,3,3000,0,11,0.3775,200,1,0,12,9,2
1,5,12,1,3000,1,13,0.6225,100,1,0,11,7,2
1,5,13,1,3000,0,9,0.1824,300,1,1,13,5,2
1,5,14,1,3000,0,11,0.3775,100,1,0,9,5,2
1,5,15,2,3000,0,11,0.3775,300,1,0,11,4,2
1,5,16,1,3000,0,12,0.5,300,1,0,11,6,2
1,5,17,2,3000,0,13,0.6225,100,1,0,12,5,2
1,5,18,3,3000,0,13,0.6225,100,1,0,13,10,2
1,5,19,3,3000,0,14,0.7311,100,1,0,13,5,2
1,5,20,1,3000,0,16,0.8808,100,1,0,14,6,2
1,5,21,3,3000,3,16,0.8808,100,1,0,16,5,2
1,5,22,3,3000,0,8,0.1192,300,1,3,16,8,2
1,5,23,1,3000,1,12,0.5,300,1,0,8,8,2
1,5,24,3,3000,3,16,0.8808,100,1,1,12,9,2
1,5,25,1,3000,1,13,0.6225,100,1,3,16,6,2
1,5,26,2,3000,2,11,0.3775,200,1,1,13,15,2
1,5,27,3,3000,3,14,0.7311,100,1,2,11,9,2
1,5,28,2,3000,2,11,0.3775,300,1,3,14,7,2
1,5,29,2,3000,2,13,0.6225,100,1,2,11,6,2
1,5,30,1,3000,1,14,0.7311,200,1,2,13,3,2
1,5,31,1,5000,1,13,0.6225,100,1,1,14,6,2
1,5,32,2,5000,0,14,0.7311,200,1,1,13,13,2
1,5,33,2,5000,2,13,0.6225,200,1,0,14,5,2
1,5,34,1,5000,1,14,0.7311,200,1,2,13,3,2
1,5,35,2,5000,2,12,0.5,200,1,1,14,7,2
1,5,36,3,5000,3,13,0.6225,200,1,2,12,6,2
1,5,37,3,5000,3,12,0.5,200,1,3,13,13,2
1,5,38,2,5000,2,16,0.8808,100,1,3,12,6,2
1,5,39,2,5000,0,13,0.6225,200,1,2,16,4,2
1,5,40,2,5000,2,14,0.7311,200,1,0,13,5,2
1,5,41,2,5000,0,13,0.6225,200,1,2,14,6,2
1,5,42,1,5000,1,17,0.9241,100,1,0,13,7,2
1,5,43,2,5000,0,14,0.7311,300,1,1,17,4,2
1,5,44,2,5000,2,13,0.6225,300,1,0,14,10,2
1,5,45,3,5000,3,10,0.2689,300,1,2,13,8,2
1,5,46,3,5000,3,17,0.9241,100,1,3,10,11,2
1,5,47,3,5000,0,12,0.5,200,1,3,17,6,2
1,5,48,1,5000,0,14,0.7311,200,1,0,12,6,2
1,5,49,3,5000,3,14,0.7311,200,1,0,14,3,2
1,5,50,2,5000,2,12,0.5,300,1,3,14,6,2
1,5,51,3,5000,0,11,0.3775,200,1,2,12,5,2
1,5,52,1,5000,1,14,0.7311,100,1,0,11,5,2
1,5,53,1,5000,1,17,0.9241,100,1,1,14,5,2
1,5,54,1,5000,0,10,0.2689,300,1,1,17,10,2
1,5,55,3,5000,3,15,0.8176,200,1,0,10,5,2
1,5,56,2,5000,2,14,0.7311,200,1,3,15,13,2
1,5,57,3,5000,3,16,0.8808,200,1,2,14,7,2
1,5,58,1,5000,0,12,0.5,200,1,3,16,8,2
1,5,59,2,5000,2,16,0.8808,100,1,0,12,6,2
1,5,60,1,5000,1,10,0.2689,300,1,2,16,6,2
1,5,61,3,7000,3,11,0.3775,200,1,1,10,10,2
1,5,62,2,7000,2,14,0.7311,200,1,3,11,6,2
1,5,63,3,7000,0,13,0.6225,100,1,2,14,12,2
1,5,64,1,7000,0,22,0.9933,100,1,0,13,6,2
1,5,65,1,7000,0,13,0.6225,300,1,0,22,12,2
1,5,66,3,7000,3,16,0.8808,100,1,0,13,6,2
1,5,67,1,7000,1,14,0.7311,100,1,3,16,8,2
1,5,68,3,7000,3,12,0.5,300,1,1,14,8,2
1,5,69,1,7000,1,12,0.5,200,1,3,12,9,2
1,5,70,3,7000,3,16,0.8808,100,1,1,12,7,2
1,5,71,3,7000,3,12,0.5,100,1,3,16,8,2
1,5,72,1,7000,0,12,0.5,300,1,3,12,4,2
1,5,73,3,7000,3,13,0.6225,100,1,0,12,8,2
1,5,74,2,7000,0,13,0.6225,200,1,3,13,8,2
1,5,75,3,7000,0,12,0.5,300,1,0,13,6,2
1,5,76,3,7000,3,13,0.6225,100,1,0,12,8,2
1,5,77,2,7000,0,12,0.5,200,1,3,13,5,2
1,5,78,3,7000,3,14,0.7311,100,1,0,12,6,2
1,5,79,3,7000,3,15,0.8176,200,1,3,14,4,2
1,5,80,2,7000,2,14,0.7311,200,1,3,15,6,2
1,5,81,2,7000,2,13,0.6225,100,1,2,14,18,2
1,5,82,2,7000,2,16,0.8808,100,1,2,13,14,2
1,5,83,2,7000,2,13,0.6225,200,1,2,16,10,2
1,5,84,2,7000,2,16,0.8808,300,1,2,13,10,2
1,5,85,3,7000,3,13,0.6225,200,1,2,16,8,2
1,5,86,2,7000,2,14,0.7311,100,1,3,13,6,2
1,5,87,3,7000,3,9,0.1824,300,1,2,14,6,2
1,5,88,1,7000,1,11,0.3775,200,1,3,9,4,2
1,5,89,3,7000,3,14,0.7311,200,1,1,11,14,2
1,5,90,2,7000,0,12,0.5,300,1,3,14,13,2
1,5,91,3,3000,3,17,0.9241,100,1,0,12,12,2
1,5,92,2,3000,2,11,0.3775,300,1,3,17,6,2
1,5,93,3,3000,3,11,0.3775,200,1,2,11,3,2
1,5,94,2,3000,2,11,0.3775,300,1,3,11,5,2
1,5,95,1,3000,0,13,0.6225,200,1,2,11,3,2
1,5,96,3,3000,0,15,0.8176,200,1,0,13,4,2
1,5,97,1,3000,1,16,0.8808,200,1,0,15,11,2
1,5,98,2,3000,2,19,0.9707,100,1,1,16,8,2
1,5,99,3,3000,0,13,0.6225,300,1,2,19,7,2
1,5,100,1,3000,1,17,0.9241,100,1,0,13,NaN,2
1,5,101,2,3000,0,14,0.7311,100,1,1,17,NaN,2
1,5,102,1,3000,1,14,0.7311,100,1,0,14,NaN,2
1,5,103,3,3000,0,11,0.3775,200,1,1,14,NaN,2
1,5,104,2,3000,2,17,0.9241,100,1,0,11,NaN,2
1,5,105,1,3000,0,12,0.5,100,1,2,17,NaN,2
1,5,106,2,3000,2,15,0.8176,100,1,0,12,NaN,2
1,5,107,2,3000,2,16,0.8808,200,1,2,15,NaN,2
1,5,108,1,3000,1,17,0.9241,100,1,2,16,NaN,2
1,5,109,1,3000,0,10,0.2689,300,1,1,17,7,2
1,5,110,1,3000,1,14,0.7311,200,1,0,10,8,2
1,5,111,3,3000,3,14,0.7311,100,1,1,14,6,2
1,5,112,3,3000,3,15,0.8176,200,1,3,14,6,2
1,5,113,2,3000,2,11,0.3775,300,1,3,15,6,2
1,5,114,2,3000,0,13,0.6225,100,1,2,11,6,2
1,5,115,1,3000,1,15,0.8176,100,1,0,13,10,2
1,5,116,2,3000,2,18,0.9526,100,1,1,15,7,2
1,5,117,2,3000,0,12,0.5,300,1,2,18,5,2
1,5,118,3,3000,3,16,0.8808,300,1,0,12,7,2
1,5,119,2,3000,2,12,0.5,300,1,3,16,9,2
1,5,120,1,3000,1,9,0.1824,300,1,2,12,8,2
1,5,121,3,7000,3,12,0.5,300,1,1,9,16,2
1,5,122,3,7000,3,13,0.6225,100,1,3,12,5,2
1,5,123,3,7000,0,13,0.6225,200,1,3,13,6,2
1,5,124,3,7000,3,13,0.6225,100,1,0,13,4,2
1,5,125,1,7000,1,14,0.7311,100,1,3,13,8,2
1,5,126,2,7000,2,11,0.3775,200,1,1,14,6,2
1,5,127,1,7000,0,13,0.6225,300,1,2,11,13,2
1,5,128,2,7000,2,13,0.6225,100,1,0,13,10,2
1,5,129,2,7000,2,13,0.6225,100,1,2,13,3,2
1,5,130,3,7000,0,12,0.5,300,1,2,13,4,2
1,5,131,2,7000,2,17,0.9241,100,1,0,12,4,2
1,5,132,3,7000,3,14,0.7311,300,1,2,17,8,2
1,5,133,1,7000,1,12,0.5,100,1,3,14,5,2
1,5,134,1,7000,1,18,0.9526,200,1,1,12,7,2
1,5,135,2,7000,2,10,0.2689,300,1,1,18,8,2
1,5,136,3,7000,3,16,0.8808,200,1,2,10,6,2
1,5,137,3,7000,3,17,0.9241,200,1,3,16,5,2
1,5,138,1,7000,1,11,0.3775,300,1,3,17,8,2
1,5,139,2,7000,2,16,0.8808,300,1,1,11,6,2
1,5,140,2,7000,2,16,0.8808,300,1,2,16,4,2
1,5,141,2,7000,2,14,0.7311,100,1,2,16,5,2
1,5,142,2,7000,0,13,0.6225,300,1,2,14,5,2
1,5,143,1,7000,0,14,0.7311,300,1,0,13,7,2
1,5,144,1,7000,1,18,0.9526,200,1,0,14,7,2
1,5,145,3,7000,3,15,0.8176,200,1,1,18,3,2
1,5,146,3,7000,3,17,0.9241,200,1,3,15,6,2
1,5,147,2,7000,2,16,0.8808,100,1,3,17,7,2
1,5,148,1,7000,1,21,0.989,100,1,2,16,6,2
1,5,149,1,7000,1,12,0.5,300,1,1,21,6,2
1,5,150,1,7000,1,16,0.8808,300,1,1,12,5,2
1,5,151,1,5000,0,12,0.5,300,1,1,16,5,2
1,5,152,2,5000,2,14,0.7311,300,1,0,12,9,2
1,5,153,1,5000,0,14,0.7311,300,1,2,14,7,2
1,5,154,1,5000,1,18,0.9526,200,1,0,14,5,2
1,5,155,1,5000,1,16,0.8808,100,1,1,18,4,2
1,5,156,3,5000,3,13,0.6225,200,1,1,16,4,2
1,5,157,1,5000,0,11,0.3775,300,1,3,13,7,2
1,5,158,2,5000,2,26,1,100,1,0,11,6,2
1,5,159,1,5000,1,21,0.989,300,1,2,26,6,2
1,5,160,1,5000,1,19,0.9707,200,1,1,21,4,2
1,5,161,3,5000,3,14,0.7311,100,1,1,19,5,2
1,5,162,3,5000,3,14,0.7311,100,1,3,14,2,2
1,5,163,1,5000,1,12,0.5,300,1,3,14,6,2
1,5,164,1,5000,0,14,0.7311,300,1,1,12,5,2
1,5,165,3,5000,0,12,0.5,300,1,0,14,6,2
1,5,166,2,5000,2,15,0.8176,300,1,0,12,8,2
1,5,167,3,5000,0,16,0.8808,100,1,2,15,6,2
1,5,168,1,5000,1,19,0.9707,200,1,0,16,3,2
1,5,169,1,5000,1,25,0.9985,100,1,1,19,7,2
1,5,170,1,5000,1,18,0.9526,300,1,1,25,4,2
1,5,171,3,5000,3,15,0.8176,100,1,1,18,6,2
1,5,172,1,5000,1,19,0.9707,100,1,3,15,5,2
1,5,173,1,5000,1,27,1,100,1,1,19,3,2
1,5,174,2,5000,2,16,0.8808,300,1,1,27,4,2
1,5,175,1,5000,NaN,NaN,NaN,100,0,2,16,7,2
1,5,176,2,5000,2,18,0.9526,300,1,NaN,NaN,5,2
1,5,177,3,5000,3,27,1,100,1,2,18,3,2
