animal,session,trial,reward_magnitude,ITI(ms),reward_outcome,observed_actTime,reward_prob_at_reposne,dot_speed(ms),1=responded,past_reward,past_actTime,deterministic_actTime,1=treatment group
3,3,151,3,7000,0,10,0.2689,300,1,0,13,11,1
3,3,152,2,7000,2,17,0.9241,200,1,0,10,10,1
3,3,153,3,7000,3,21,0.989,100,1,2,17,11,1
3,3,154,1,7000,1,16,0.8808,300,1,3,21,10,1
3,3,155,2,7000,2,19,0.9707,200,1,1,16,8,1
3,3,156,3,7000,3,19,0.9707,100,1,2,19,14,1
3,3,157,3,7000,0,11,0.3775,300,1,3,19,8,1
3,3,158,2,7000,NaN,NaN,NaN,200,0,0,11,11,1
3,3,159,3,7000,3,22,0.9933,100,1,NaN,NaN,12,1
3,3,160,1,7000,NaN,NaN,NaN,300,0,3,22,9,1
3,3,161,2,7000,0,10,0.2689,300,1,NaN,NaN,8,1
3,3,162,2,7000,2,26,1,100,1,0,10,6,1
3,3,163,1,7000,1,22,0.9933,100,1,2,26,10,1
3,3,164,2,7000,2,18,0.9526,100,1,1,22,11,1
3,3,165,2,7000,0,11,0.3775,300,1,2,18,6,1
3,3,166,2,7000,NaN,NaN,NaN,100,0,0,11,8,1
3,3,167,3,7000,NaN,NaN,NaN,100,0,NaN,NaN,10,1
3,3,168,2,7000,NaN,NaN,NaN,200,0,NaN,NaN,14,1
3,3,169,2,7000,2,15,0.8176,100,1,NaN,NaN,11,1
3,3,170,3,7000,3,17,0.9241,100,1,2,15,14,1
3,3,171,3,7000,3,11,0.3775,300,1,3,17,9,1
3,3,172,2,7000,2,12,0.5,200,1,3,11,13,1
3,3,173,1,7000,1,27,1,200,1,2,12,12,1
3,3,174,3,7000,3,10,0.2689,300,1,1,27,15,1
3,3,175,3,7000,0,11,0.3775,200,1,3,10,13,1
3,3,176,3,7000,3,12,0.5,300,1,0,11,16,1
3,3,177,1,7000,0,10,0.2689,300,1,3,12,20,1
3,3,178,1,7000,NaN,NaN,NaN,100,0,0,10,17,1
3,3,179,2,7000,NaN,NaN,NaN,200,0,NaN,NaN,17,1
3,3,180,2,7000,2,21,0.989,200,1,NaN,NaN,18,1
3,3,181,2,3000,2,27,1,100,1,2,21,23,1
3,3,182,3,3000,3,18,0.9526,100,1,2,27,19,1
3,3,183,3,3000,3,20,0.982,100,1,3,18,19,1
3,3,184,3,3000,3,10,0.2689,200,1,3,20,19,1
3,3,185,1,3000,1,13,0.6225,300,1,3,10,10,1
3,3,186,3,3000,0,8,0.1192,300,1,1,13,18,1
3,3,187,3,3000,3,20,0.982,100,1,0,8,11,1
3,3,188,2,3000,2,13,0.6225,200,1,3,20,17,1
3,3,189,2,3000,2,22,0.9933,200,1,2,13,20,1
3,3,190,3,3000,3,14,0.7311,100,1,2,22,13,1
3,3,191,3,3000,3,11,0.3775,300,1,3,14,14,1
3,3,192,2,3000,0,6,0.0474,300,1,3,11,17,1
3,3,193,3,3000,0,10,0.2689,200,1,0,6,16,1
3,3,194,3,3000,3,17,0.9241,200,1,0,10,9,1
3,3,195,1,3000,1,25,0.9985,200,1,3,17,NaN,1
3,3,196,3,3000,3,15,0.8176,200,1,1,25,NaN,1
3,3,197,1,3000,NaN,NaN,NaN,100,0,3,15,NaN,1
3,3,198,3,3000,3,29,1,100,1,NaN,NaN,NaN,1
3,3,199,3,3000,3,19,0.9707,100,1,3,29,NaN,1
3,3,200,1,3000,1,15,0.8176,300,1,3,19,NaN,1
3,3,201,2,3000,0,12,0.5,100,1,1,15,NaN,1
3,3,202,2,3000,0,16,0.8808,100,1,0,12,NaN,1
3,3,203,2,3000,2,14,0.7311,200,1,0,16,NaN,1
3,3,204,3,3000,0,12,0.5,300,1,2,14,9,1
3,3,205,3,3000,0,10,0.2689,200,1,0,12,9,1
3,3,206,3,3000,3,19,0.9707,200,1,0,10,7,1
3,3,207,1,3000,NaN,NaN,NaN,300,0,3,19,6,1
3,3,208,3,3000,NaN,NaN,NaN,100,0,NaN,NaN,4,1
3,3,209,2,3000,NaN,NaN,NaN,100,0,NaN,NaN,7,1
3,3,210,3,3000,3,20,0.982,200,1,NaN,NaN,7,1
3,3,211,2,5000,2,14,0.7311,200,1,3,20,6,1
3,3,212,1,5000,NaN,NaN,NaN,300,0,2,14,7,1
3,3,213,1,5000,NaN,NaN,NaN,100,0,NaN,NaN,7,1
3,3,214,2,5000,NaN,NaN,NaN,200,0,NaN,NaN,4,1
3,3,215,2,5000,0,13,0.6225,300,1,NaN,NaN,8,1
3,3,216,3,5000,3,15,0.8176,200,1,0,13,7,1
3,3,217,3,5000,3,19,0.9707,100,1,3,15,7,1
3,3,218,1,5000,NaN,NaN,NaN,300,0,3,19,4,1
3,3,219,1,5000,NaN,NaN,NaN,300,0,NaN,NaN,10,1
3,3,220,3,5000,3,19,0.9707,300,1,NaN,NaN,4,1
3,3,221,3,5000,3,21,0.989,100,1,3,19,10,1
3,3,222,1,5000,1,22,0.9933,300,1,3,21,7,1
3,3,223,3,5000,3,18,0.9526,200,1,1,22,9,1
3,3,224,3,5000,NaN,NaN,NaN,100,0,3,18,7,1
3,3,225,2,5000,0,11,0.3775,300,1,NaN,NaN,11,1
3,3,226,2,5000,2,28,1,100,1,0,11,7,1
3,3,227,2,5000,NaN,NaN,NaN,200,0,2,28,7,1
3,4,2,1,7000,1,10,0.2689,200,1,0,5,7,1
3,4,3,3,7000,0,13,0.6225,100,1,1,10,11,1
3,4,4,3,7000,3,15,0.8176,100,1,0,13,7,1
3,4,5,1,7000,1,17,0.9241,300,1,3,15,6,1
3,4,6,3,7000,0,7,0.0759,300,1,1,17,3,1
3,4,7,1,7000,1,22,0.9933,200,1,0,7,7,1
3,4,8,1,7000,0,12,0.5,300,1,1,22,7,1
3,4,9,2,7000,2,13,0.6225,100,1,0,12,8,1
3,4,10,2,7000,2,18,0.9526,100,1,2,13,9,1
3,4,11,1,7000,NaN,NaN,NaN,100,0,2,18,7,1
3,4,12,3,7000,0,13,0.6225,300,1,NaN,NaN,6,1
3,4,13,2,7000,2,14,0.7311,100,1,0,13,4,1
3,4,14,1,7000,0,3,0.011,300,1,2,14,8,1
3,4,15,2,7000,NaN,NaN,NaN,200,0,0,3,10,1
3,4,16,3,7000,3,17,0.9241,100,1,NaN,NaN,10,1
3,4,17,2,7000,0,7,0.0759,300,1,3,17,11,1
3,4,18,1,7000,NaN,NaN,NaN,200,0,0,7,8,1
3,4,19,1,7000,1,13,0.6225,300,1,NaN,NaN,8,1
3,4,20,1,7000,NaN,NaN,NaN,300,0,1,13,5,1
3,4,21,1,7000,1,17,0.9241,300,1,NaN,NaN,7,1
3,4,22,3,7000,3,14,0.7311,200,1,1,17,5,1
3,4,23,3,7000,0,12,0.5,200,1,3,14,8,1
3,4,24,3,7000,NaN,NaN,NaN,100,0,0,12,8,1
3,4,25,3,7000,0,15,0.8176,200,1,NaN,NaN,11,1
3,4,26,3,7000,3,12,0.5,200,1,0,15,8,1
3,4,27,3,7000,3,12,0.5,300,1,3,12,7,1
3,4,28,1,7000,1,12,0.5,100,1,3,12,8,1
3,4,29,3,7000,NaN,NaN,NaN,200,0,1,12,6,1
3,4,30,1,7000,NaN,NaN,NaN,100,0,NaN,NaN,6,1
3,4,31,2,3000,NaN,NaN,NaN,200,0,NaN,NaN,6,1
3,4,32,2,3000,0,10,0.2689,200,1,NaN,NaN,8,1
3,4,33,1,3000,NaN,NaN,NaN,300,0,0,10,6,1
3,4,34,3,3000,0,11,0.3775,300,1,NaN,NaN,5,1
3,4,35,1,3000,1,18,0.9526,200,1,0,11,5,1
3,4,36,3,3000,0,14,0.7311,200,1,1,18,6,1
3,4,37,3,3000,0,9,0.1824,300,1,0,14,4,1
3,4,38,2,3000,NaN,NaN,NaN,300,0,0,9,9,1
3,4,39,1,3000,NaN,NaN,NaN,200,0,NaN,NaN,9,1
3,4,40,2,3000,NaN,NaN,NaN,100,0,NaN,NaN,11,1
3,4,41,1,3000,1,15,0.8176,300,1,NaN,NaN,8,1
3,4,42,2,3000,0,10,0.2689,300,1,1,15,7,1
3,4,43,3,3000,3,24,0.9975,100,1,0,10,6,1
3,4,44,2,3000,2,22,0.9933,100,1,3,24,6,1
3,4,45,3,3000,3,15,0.8176,200,1,2,22,11,1
3,4,46,1,3000,NaN,NaN,NaN,300,0,3,15,11,1
3,4,47,2,3000,NaN,NaN,NaN,100,0,NaN,NaN,10,1
3,4,48,3,3000,NaN,NaN,NaN,300,0,NaN,NaN,13,1
3,4,49,1,3000,NaN,NaN,NaN,300,0,NaN,NaN,9,1
3,4,50,1,3000,1,15,0.8176,300,1,NaN,NaN,12,1
3,4,51,1,3000,1,19,0.9707,100,1,1,15,10,1
3,4,52,3,3000,3,19,0.9707,100,1,1,19,11,1
3,4,53,2,3000,2,14,0.7311,200,1,3,19,11,1
3,4,54,2,3000,2,15,0.8176,100,1,2,14,18,1
3,4,55,2,3000,0,11,0.3775,200,1,2,15,11,1
3,4,56,3,3000,3,16,0.8808,200,1,0,11,11,1
3,4,57,1,3000,1,15,0.8176,300,1,3,16,13,1
3,4,58,1,3000,NaN,NaN,NaN,100,0,1,15,10,1
3,4,59,2,3000,0,10,0.2689,300,1,NaN,NaN,10,1
3,4,60,3,3000,NaN,NaN,NaN,300,0,0,10,8,1
3,4,61,2,5000,NaN,NaN,NaN,300,0,NaN,NaN,10,1
3,4,62,1,5000,NaN,NaN,NaN,100,0,NaN,NaN,12,1
3,4,63,3,5000,3,13,0.6225,200,1,NaN,NaN,11,1
3,4,64,1,5000,1,23,0.9959,200,1,3,13,12,1
3,4,65,2,5000,2,20,0.982,100,1,1,23,11,1
3,4,66,3,5000,0,10,0.2689,300,1,2,20,11,1
3,4,67,3,5000,NaN,NaN,NaN,200,0,0,10,11,1
3,4,68,3,5000,NaN,NaN,NaN,200,0,NaN,NaN,9,1
3,4,69,1,5000,NaN,NaN,NaN,100,0,NaN,NaN,9,1
3,4,70,1,5000,0,14,0.7311,300,1,NaN,NaN,8,1
3,4,71,2,5000,2,13,0.6225,300,1,0,14,8,1
3,4,72,1,5000,1,20,0.982,200,1,2,13,11,1
3,4,73,3,5000,3,14,0.7311,200,1,1,20,13,1
3,4,74,2,5000,2,29,1,100,1,3,14,10,1
3,4,75,1,5000,1,19,0.9707,300,1,2,29,10,1
3,4,76,2,5000,2,23,0.9959,200,1,1,19,14,1
3,4,77,3,5000,3,16,0.8808,200,1,2,23,11,1
3,4,78,1,5000,1,25,0.9985,100,1,3,16,11,1
3,4,79,3,5000,3,29,1,100,1,1,25,9,1
3,4,80,2,5000,2,17,0.9241,200,1,3,29,5,1
3,4,81,3,5000,0,11,0.3775,200,1,2,17,7,1
3,4,82,3,5000,NaN,NaN,NaN,300,0,0,11,4,1
3,4,83,1,5000,NaN,NaN,NaN,200,0,NaN,NaN,5,1
3,4,84,3,5000,NaN,NaN,NaN,100,0,NaN,NaN,11,1
3,4,85,1,5000,NaN,NaN,NaN,200,0,NaN,NaN,12,1
3,4,86,1,5000,0,15,0.8176,300,1,NaN,NaN,11,1
3,4,87,2,5000,NaN,NaN,NaN,100,0,0,15,10,1
3,4,88,3,5000,3,22,0.9933,300,1,NaN,NaN,9,1
3,4,89,3,5000,0,8,0.1192,300,1,3,22,11,1
3,4,90,3,5000,0,8,0.1192,200,1,0,8,11,1
3,4,91,2,7000,0,13,0.6225,100,1,0,8,9,1
3,4,92,2,7000,2,22,0.9933,100,1,0,13,16,1
3,4,93,3,7000,NaN,NaN,NaN,200,0,2,22,9,1
3,4,94,2,7000,2,24,0.9975,300,1,NaN,NaN,13,1
3,4,95,2,7000,0,16,0.8808,200,1,2,24,8,1
3,4,96,3,7000,NaN,NaN,NaN,100,0,0,16,6,1
3,4,97,2,7000,NaN,NaN,NaN,200,0,NaN,NaN,5,1
3,4,98,2,7000,2,13,0.6225,100,1,NaN,NaN,6,1
3,4,99,1,7000,1,11,0.3775,300,1,2,13,9,1
3,4,100,2,7000,0,7,0.0759,300,1,1,11,13,1
3,4,101,2,7000,NaN,NaN,NaN,300,0,0,7,13,1
3,4,102,1,7000,NaN,NaN,NaN,200,0,NaN,NaN,10,1
3,4,103,3,7000,NaN,NaN,NaN,100,0,NaN,NaN,8,1
3,4,104,1,7000,NaN,NaN,NaN,100,0,NaN,NaN,13,1
3,4,105,1,7000,NaN,NaN,NaN,100,0,NaN,NaN,13,1
3,4,106,3,7000,3,20,0.982,100,1,NaN,NaN,7,1
3,4,107,2,7000,2,12,0.5,300,1,3,20,13,1
3,4,108,3,7000,3,17,0.9241,200,1,2,12,12,1
3,4,109,1,7000,NaN,NaN,NaN,200,0,3,17,16,1
3,4,110,3,7000,3,17,0.9241,300,1,NaN,NaN,14,1
3,4,111,3,7000,0,12,0.5,100,1,3,17,17,1
3,4,112,2,7000,NaN,NaN,NaN,200,0,0,12,16,1
3,4,113,1,7000,NaN,NaN,NaN,200,0,NaN,NaN,15,1
3,4,114,2,7000,2,12,0.5,100,1,NaN,NaN,14,1
3,4,115,2,7000,0,10,0.2689,300,1,2,12,12,1
3,4,116,3,7000,0,12,0.5,300,1,0,10,9,1
3,4,117,1,7000,NaN,NaN,NaN,200,0,0,12,14,1
3,4,118,2,7000,0,8,0.1192,300,1,NaN,NaN,16,1
3,4,119,3,7000,0,10,0.2689,200,1,0,8,10,1
3,4,120,1,7000,NaN,NaN,NaN,200,0,0,10,11,1
3,4,121,2,5000,0,8,0.1192,300,1,NaN,NaN,15,1
3,4,122,1,5000,NaN,NaN,NaN,200,0,0,8,15,1
3,4,123,3,5000,NaN,NaN,NaN,200,0,NaN,NaN,14,1
3,4,124,1,5000,NaN,NaN,NaN,100,0,NaN,NaN,13,1
3,4,125,2,5000,NaN,NaN,NaN,100,0,NaN,NaN,10,1
3,4,126,3,5000,3,14,0.7311,100,1,NaN,NaN,9,1
3,4,127,2,5000,2,9,0.1824,300,1,3,14,12,1
3,4,128,2,5000,0,5,0.0293,300,1,2,9,13,1
3,4,129,1,5000,1,15,0.8176,100,1,0,5,15,1
3,4,130,2,5000,0,16,0.8808,200,1,1,15,13,1
3,4,131,1,5000,1,23,0.9959,100,1,0,16,19,1
3,4,132,3,5000,3,20,0.982,100,1,1,23,17,1
3,4,133,2,5000,0,9,0.1824,300,1,3,20,17,1
3,4,134,3,5000,NaN,NaN,NaN,100,0,0,9,13,1
3,4,135,3,5000,3,19,0.9707,100,1,NaN,NaN,13,1
3,4,136,1,5000,1,21,0.989,100,1,3,19,14,1
3,4,137,1,5000,1,18,0.9526,200,1,1,21,21,1
3,4,138,2,5000,2,16,0.8808,100,1,1,18,11,1
3,4,139,1,5000,NaN,NaN,NaN,200,0,2,16,13,1
3,4,140,3,5000,0,9,0.1824,200,1,NaN,NaN,13,1
3,4,141,2,5000,2,17,0.9241,200,1,0,9,15,1
3,4,142,3,5000,3,12,0.5,300,1,2,17,18,1
3,4,143,2,5000,2,14,0.7311,200,1,3,12,25,1
3,4,144,1,5000,NaN,NaN,NaN,100,0,2,14,19,1
3,4,145,3,5000,0,11,0.3775,300,1,NaN,NaN,19,1
3,4,146,3,5000,3,16,0.8808,200,1,0,11,19,1
3,4,147,1,5000,1,26,1,300,1,3,16,39,1
3,4,148,1,5000,1,22,0.9933,300,1,1,26,18,1
3,4,149,2,5000,2,9,0.1824,300,1,1,22,18,1
3,4,150,1,5000,1,22,0.9933,200,1,2,9,19,1
3,4,151,3,3000,0,13,0.6225,200,1,1,22,15,1
3,4,152,1,3000,1,18,0.9526,300,1,0,13,16,1
3,4,153,1,3000,NaN,NaN,NaN,100,0,1,18,18,1
3,4,154,1,3000,NaN,NaN,NaN,100,0,NaN,NaN,16,1
3,4,155,2,3000,NaN,NaN,NaN,200,0,NaN,NaN,14,1
3,4,156,1,3000,NaN,NaN,NaN,100,0,NaN,NaN,12,1
3,4,157,3,3000,3,13,0.6225,300,1,NaN,NaN,17,1
3,4,158,1,3000,1,15,0.8176,300,1,3,13,9,1
3,4,159,3,3000,3,17,0.9241,100,1,1,15,11,1
3,4,160,3,3000,3,12,0.5,100,1,3,17,10,1
3,4,161,3,3000,0,9,0.1824,300,1,3,12,10,1
3,4,162,1,3000,1,24,0.9975,100,1,0,9,13,1
3,4,163,2,3000,2,19,0.9707,200,1,1,24,20,1
3,4,164,3,3000,3,20,0.982,100,1,2,19,17,1
3,4,165,1,3000,0,14,0.7311,200,1,3,20,19,1
3,4,166,1,3000,NaN,NaN,NaN,200,0,0,14,NaN,1
3,4,167,3,3000,3,19,0.9707,200,1,NaN,NaN,NaN,1
3,4,168,1,3000,1,17,0.9241,300,1,3,19,NaN,1
3,4,169,3,3000,0,11,0.3775,300,1,1,17,NaN,1
3,4,170,3,3000,0,7,0.0759,300,1,0,11,NaN,1
3,4,171,3,3000,3,14,0.7311,200,1,0,7,NaN,1
3,4,172,1,3000,1,17,0.9241,300,1,3,14,NaN,1
3,4,173,3,3000,3,17,0.9241,100,1,1,17,NaN,1
3,4,174,2,3000,2,13,0.6225,300,1,3,17,NaN,1
3,4,175,1,3000,1,13,0.6225,100,1,2,13,7,1
3,4,176,2,3000,0,9,0.1824,300,1,1,13,6,1
3,4,177,1,3000,1,18,0.9526,200,1,0,9,9,1
3,4,178,2,3000,2,15,0.8176,100,1,1,18,6,1
3,4,179,1,3000,1,17,0.9241,100,1,2,15,10,1
3,4,180,2,3000,2,27,1,100,1,1,17,9,1
3,4,181,1,5000,0,15,0.8176,100,1,2,27,8,1
3,4,182,1,5000,1,17,0.9241,100,1,0,15,5,1
3,4,183,2,5000,2,27,1,100,1,1,17,2,1
3,4,184,3,5000,0,10,0.2689,300,1,2,27,4,1
3,4,185,2,5000,2,20,0.982,100,1,0,10,2,1
3,4,186,1,5000,NaN,NaN,NaN,300,0,2,20,7,1
3,4,187,2,5000,NaN,NaN,NaN,200,0,NaN,NaN,9,1
3,4,188,3,5000,3,27,1,200,1,NaN,NaN,3,1
3,4,189,2,5000,2,20,0.982,200,1,3,27,6,1
3,4,190,1,5000,0,17,0.9241,200,1,2,20,6,1
3,4,191,3,5000,3,15,0.8176,100,1,0,17,2,1
3,4,192,3,5000,0,14,0.7311,100,1,3,15,7,1
3,4,193,3,5000,0,11,0.3775,300,1,0,14,2,1
3,4,194,3,5000,NaN,NaN,NaN,300,0,0,11,7,1
3,4,195,2,5000,NaN,NaN,NaN,200,0,NaN,NaN,2,1
3,4,196,3,5000,NaN,NaN,NaN,200,0,NaN,NaN,7,1
3,4,197,1,5000,NaN,NaN,NaN,300,0,NaN,NaN,6,1
3,4,198,2,5000,2,17,0.9241,200,1,NaN,NaN,6,1
3,4,199,3,5000,3,17,0.9241,200,1,2,17,7,1
3,4,200,1,5000,1,23,0.9959,100,1,3,17,5,1
3,4,201,3,5000,3,12,0.5,200,1,1,23,6,1
3,4,202,2,5000,2,15,0.8176,200,1,3,12,3,1
3,4,203,1,5000,1,16,0.8808,300,1,2,15,6,1
3,4,204,2,5000,2,12,0.5,300,1,1,16,6,1
3,4,205,2,5000,2,15,0.8176,100,1,2,12,6,1
3,4,206,1,5000,1,27,1,100,1,2,15,6,1
3,4,207,2,5000,2,20,0.982,100,1,1,27,9,1
3,4,208,1,5000,NaN,NaN,NaN,300,0,2,20,10,1
3,4,209,1,5000,NaN,NaN,NaN,300,0,NaN,NaN,10,1
3,4,210,2,5000,NaN,NaN,NaN,300,0,NaN,NaN,5,1
3,4,211,1,3000,1,29,1,100,1,NaN,NaN,6,1
3,4,212,2,3000,0,10,0.2689,300,1,1,29,7,1
3,4,213,2,3000,2,23,0.9959,100,1,0,10,7,1
3,4,214,3,3000,3,16,0.8808,200,1,2,23,9,1
3,4,215,3,3000,3,20,0.982,100,1,3,16,7,1
3,4,216,1,3000,1,12,0.5,300,1,3,20,8,1
3,4,217,3,3000,3,17,0.9241,100,1,1,12,5,1
3,4,218,3,3000,3,10,0.2689,100,1,3,17,10,1
3,4,219,2,3000,0,7,0.0759,300,1,3,10,7,1
3,4,220,3,3000,3,18,0.9526,200,1,0,7,6,1
3,4,221,2,3000,2,12,0.5,200,1,3,18,6,1
3,5,2,1,7000,0,7,0.0759,200,1,1,18,8,1
3,5,3,2,7000,2,6,0.0474,200,1,0,7,7,1
3,5,4,2,7000,0,4,0.018,300,1,2,6,8,1
3,5,5,3,7000,0,10,0.2689,300,1,0,4,6,1
3,5,6,1,7000,NaN,NaN,NaN,100,0,0,10,6,1
3,5,7,2,7000,2,21,0.989,100,1,NaN,NaN,2,1
3,5,8,3,7000,3,14,0.7311,100,1,2,21,5,1
3,5,9,2,7000,0,6,0.0474,200,1,3,14,8,1
3,5,10,2,7000,0,6,0.0474,300,1,0,6,5,1
3,5,11,2,7000,NaN,NaN,NaN,100,0,0,6,4,1
3,5,12,1,7000,0,3,0.011,300,1,NaN,NaN,7,1
3,5,13,1,7000,1,17,0.9241,100,1,0,3,6,1
3,5,14,3,7000,0,10,0.2689,200,1,1,17,4,1
3,5,15,1,7000,NaN,NaN,NaN,100,0,0,10,2,1
3,5,16,3,7000,0,9,0.1824,300,1,NaN,NaN,7,1
3,5,17,2,7000,NaN,NaN,NaN,100,0,0,9,2,1
3,5,18,3,7000,0,10,0.2689,300,1,NaN,NaN,6,1
3,5,19,3,7000,3,22,0.9933,300,1,0,10,7,1
3,5,20,3,7000,3,15,0.8176,100,1,3,22,2,1
3,5,21,1,7000,0,11,0.3775,300,1,3,15,6,1
3,5,22,2,7000,NaN,NaN,NaN,100,0,0,11,2,1
3,5,23,3,7000,NaN,NaN,NaN,100,0,NaN,NaN,5,1
3,5,24,2,7000,2,17,0.9241,200,1,NaN,NaN,4,1
3,5,25,1,7000,0,13,0.6225,300,1,2,17,4,1
3,5,26,3,7000,3,16,0.8808,200,1,0,13,2,1
3,5,27,1,7000,1,20,0.982,100,1,3,16,4,1
3,5,28,3,7000,NaN,NaN,NaN,100,0,1,20,8,1
3,5,29,3,7000,NaN,NaN,NaN,200,0,NaN,NaN,6,1
3,5,30,2,7000,0,11,0.3775,300,1,NaN,NaN,3,1
3,5,31,1,5000,1,21,0.989,200,1,0,11,6,1
3,5,32,1,5000,1,20,0.982,100,1,1,21,6,1
3,5,33,3,5000,0,12,0.5,200,1,1,20,7,1
3,5,34,2,5000,NaN,NaN,NaN,300,0,0,12,7,1
3,5,35,2,5000,2,13,0.6225,300,1,NaN,NaN,5,1
3,5,36,3,5000,0,11,0.3775,300,1,2,13,8,1
3,5,37,2,5000,2,17,0.9241,100,1,0,11,8,1
3,5,38,2,5000,2,11,0.3775,300,1,2,17,11,1
3,5,39,1,5000,NaN,NaN,NaN,200,0,2,11,7,1
3,5,40,2,5000,NaN,NaN,NaN,100,0,NaN,NaN,8,1
3,5,41,2,5000,NaN,NaN,NaN,100,0,NaN,NaN,9,1
3,5,42,1,5000,NaN,NaN,NaN,100,0,NaN,NaN,7,1
3,5,43,2,5000,2,11,0.3775,300,1,NaN,NaN,10,1
3,5,44,2,5000,0,15,0.8176,100,1,2,11,8,1
3,5,45,3,5000,3,13,0.6225,200,1,0,15,7,1
3,5,46,1,5000,1,28,1,100,1,3,13,5,1
3,5,47,2,5000,NaN,NaN,NaN,300,0,1,28,7,1
3,5,48,2,5000,NaN,NaN,NaN,200,0,NaN,NaN,5,1
3,5,49,2,5000,0,10,0.2689,100,1,NaN,NaN,4,1
3,5,50,3,5000,3,19,0.9707,100,1,0,10,4,1
3,5,51,1,5000,0,10,0.2689,300,1,3,19,5,1
3,5,52,1,5000,NaN,NaN,NaN,100,0,0,10,5,1
3,5,53,3,5000,3,25,0.9985,300,1,NaN,NaN,10,1
3,5,54,2,5000,2,17,0.9241,200,1,3,25,6,1
3,5,55,3,5000,3,14,0.7311,200,1,2,17,3,1
3,5,56,3,5000,0,14,0.7311,200,1,3,14,5,1
3,5,57,1,5000,NaN,NaN,NaN,300,0,0,14,8,1
3,5,58,1,5000,1,22,0.9933,100,1,NaN,NaN,4,1
3,5,59,1,5000,NaN,NaN,NaN,100,0,1,22,4,1
3,5,60,3,5000,NaN,NaN,NaN,300,0,NaN,NaN,3,1
3,5,61,3,3000,0,12,0.5,200,1,NaN,NaN,8,1
3,5,62,2,3000,0,11,0.3775,300,1,0,12,9,1
3,5,63,2,3000,NaN,NaN,NaN,100,0,0,11,11,1
3,5,64,1,3000,1,26,1,100,1,NaN,NaN,12,1
3,5,65,3,3000,3,18,0.9526,100,1,1,26,9,1
3,5,66,3,3000,0,10,0.2689,300,1,3,18,5,1
3,5,67,3,3000,3,13,0.6225,300,1,0,10,6,1
3,5,68,1,3000,1,12,0.5,100,1,3,13,2,1
3,5,69,1,3000,1,24,0.9975,100,1,1,12,3,1
3,5,70,2,3000,0,11,0.3775,300,1,1,24,5,1
3,5,71,2,3000,2,25,0.9985,100,1,0,11,10,1
3,5,72,3,3000,3,16,0.8808,100,1,2,25,6,1
3,5,73,3,3000,3,16,0.8808,100,1,3,16,2,1
3,5,74,2,3000,0,10,0.2689,300,1,3,16,7,1
3,5,75,3,3000,0,10,0.2689,300,1,0,10,3,1
3,5,76,1,3000,NaN,NaN,NaN,200,0,0,10,7,1
3,5,77,2,3000,2,11,0.3775,300,1,NaN,NaN,3,1
3,5,78,1,3000,1,19,0.9707,300,1,2,11,7,1
3,5,79,2,3000,2,13,0.6225,200,1,1,19,7,1
3,5,80,1,3000,1,15,0.8176,200,1,2,13,7,1
3,5,81,1,3000,1,14,0.7311,100,1,1,15,6,1
3,5,82,3,3000,0,12,0.5,200,1,1,14,9,1
3,5,83,2,3000,0,13,0.6225,200,1,0,12,10,1
3,5,84,2,3000,0,22,0.9933,100,1,0,13,9,1
3,5,85,1,3000,NaN,NaN,NaN,300,0,0,22,11,1
3,5,86,1,3000,NaN,NaN,NaN,200,0,NaN,NaN,9,1
3,5,87,3,3000,3,16,0.8808,200,1,NaN,NaN,11,1
3,5,88,1,3000,1,21,0.989,300,1,3,16,11,1
3,5,89,3,3000,3,12,0.5,300,1,1,21,9,1
3,5,90,3,3000,3,13,0.6225,300,1,3,12,8,1
3,5,91,2,5000,0,10,0.2689,200,1,3,13,6,1
3,5,92,2,5000,2,20,0.982,100,1,0,10,7,1
3,5,93,1,5000,1,13,0.6225,100,1,2,20,11,1
3,5,94,1,5000,0,9,0.1824,300,1,1,13,10,1
3,5,95,1,5000,NaN,NaN,NaN,300,0,0,9,13,1
3,5,96,1,5000,1,16,0.8808,200,1,NaN,NaN,14,1
3,5,97,2,5000,0,15,0.8176,200,1,1,16,13,1
3,5,98,1,5000,1,20,0.982,100,1,0,15,12,1
3,5,99,2,5000,2,19,0.9707,100,1,1,20,12,1
3,5,100,2,5000,2,12,0.5,200,1,2,19,8,1
3,5,101,2,5000,2,15,0.8176,100,1,2,12,9,1
3,5,102,3,5000,3,15,0.8176,200,1,2,15,9,1
3,5,103,3,5000,0,10,0.2689,300,1,3,15,13,1
3,5,104,1,5000,1,12,0.5,200,1,0,10,11,1
3,5,105,1,5000,0,8,0.1192,200,1,1,12,12,1
3,5,106,2,5000,2,16,0.8808,200,1,0,8,5,1
3,5,107,3,5000,0,11,0.3775,200,1,2,16,11,1
3,5,108,1,5000,NaN,NaN,NaN,300,0,0,11,11,1
3,5,109,3,5000,NaN,NaN,NaN,300,0,NaN,NaN,11,1
3,5,110,1,5000,1,25,0.9985,200,1,NaN,NaN,12,1
3,5,111,3,5000,3,15,0.8176,200,1,1,25,5,1
3,5,112,1,5000,0,8,0.1192,300,1,3,15,13,1
3,5,113,1,5000,NaN,NaN,NaN,300,0,0,8,9,1
3,5,114,1,5000,NaN,NaN,NaN,100,0,NaN,NaN,13,1
3,5,115,2,5000,NaN,NaN,NaN,100,0,NaN,NaN,5,1
3,5,116,3,5000,3,17,0.9241,100,1,NaN,NaN,9,1
